ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma20,ma60,upper_channel,lower_channel,mid_channel,tr,atr,signal,position,entry_price,stop_loss,trade_type,daily_return,strategy_return,strategy_nav,buy_hold_nav
688146.SH,2025-07-24,29.64,30.09,29.64,30.09,29.72,0.37,1.245,44566.56,133582.386,,,,29.0,,0.4499999999999993,0.602857142857143,0,0,,,,0.012449528936743004,0.0,1.0,1.0408163265306125
688146.SH,2025-07-25,30.18,30.59,30.02,30.39,30.09,0.3,0.997,45317.39,137071.932,29.6325,,,29.02,,0.5700000000000003,0.5228571428571431,0,0,,,,0.009970089730807707,0.0,1.0,1.0511933586994124
688146.SH,2025-07-28,30.39,30.51,30.17,30.33,30.39,-0.06,-0.1974,35719.48,108434.45,29.7035,,30.6,29.26,29.93,0.33999999999999986,0.49428571428571466,0,0,,,,-0.001974333662388972,-0.0,1.0,1.0491179522656524
688146.SH,2025-07-29,30.38,30.6,30.17,30.42,30.33,0.09,0.2967,40875.43,124173.345,29.7205,,30.6,29.26,29.93,0.4299999999999997,0.4814285714285718,0,0,,,,0.0029673590504453173,0.0,1.0,1.0522310619162925
688146.SH,2025-07-30,30.4,30.91,30.0,30.33,30.42,-0.09,-0.2959,45851.62,139626.576,29.759000000000004,,30.6,29.43,30.015,0.9100000000000001,0.5257142857142861,0,0,,,,-0.002958579881656931,-0.0,1.0,1.0491179522656524
688146.SH,2025-07-31,30.1,30.36,29.51,29.67,30.33,-0.66,-2.1761,54543.54,163231.396,29.776,,30.91,29.43,30.17,0.8499999999999979,0.5385714285714288,0,0,,,,-0.021760633036597365,-0.0,1.0,1.026288481494293
688146.SH,2025-08-01,29.53,30.0,29.53,29.71,29.67,0.04,0.1348,28296.92,84189.229,29.821000000000005,,30.91,29.51,30.21,0.46999999999999886,0.5228571428571431,0,0,,,,0.0013481631277383332,0.0,1.0,1.0276720857834662
688146.SH,2025-08-04,29.68,30.5,29.54,30.33,29.71,0.62,2.0868,33535.47,100931.967,29.855,,30.91,29.51,30.21,0.9600000000000009,0.5428571428571433,0,0,,,,0.020868394479973018,0.0,1.0,1.0491179522656522
688146.SH,2025-08-05,30.41,30.57,30.31,30.45,30.33,0.12,0.3956,32490.32,98860.034,29.8955,,30.91,29.51,30.21,0.26000000000000156,0.5278571428571431,0,0,,,,0.003956478733926794,0.0,1.0,1.053268765133172
688146.SH,2025-08-06,31.68,34.56,31.31,32.95,30.45,2.5,8.2102,187349.73,616912.82,30.082,,30.91,29.51,30.21,4.110000000000003,0.7842857142857148,1,1,32.95,31.38142857142857,买入,0.0821018062397374,0.0,1.0,1.1397440332065032
688146.SH,2025-08-07,32.95,33.39,32.32,32.4,32.95,-0.55,-1.6692,110147.07,359239.607,30.2425,,34.56,29.51,32.035000000000004,1.0700000000000003,0.833571428571429,0,1,32.95,31.38142857142857,,-0.016691957511380973,-0.016691957511380973,0.983308042488619,1.1207194742303703
688146.SH,2025-08-08,33.8,36.2,33.8,34.77,32.4,2.37,7.3148,223131.76,780612.336,30.507,,34.56,29.51,32.035000000000004,3.8000000000000043,1.0800000000000005,0,1,32.95,32.61,,0.07314814814814818,0.07314814814814818,1.0552352048558422,1.2026980283638882
688146.SH,2025-08-11,36.48,37.88,34.86,35.19,34.77,0.42,1.2079,216056.9,772644.157,30.779,,36.2,29.51,32.855000000000004,3.1099999999999994,1.2678571428571435,0,1,32.95,32.65428571428571,,0.012079378774805694,0.012079378774805694,1.0679817905918056,1.2172258734002075
688146.SH,2025-08-12,36.0,37.98,34.7,37.38,35.19,2.19,6.2234,232888.7,842635.298,31.1755,,37.88,29.51,33.695,3.279999999999994,1.4721428571428572,0,1,32.95,34.43571428571429,,0.06223358908780918,0.06223358908780918,1.1344461305007587,1.2929782082324457
688146.SH,2025-08-13,41.43,44.86,41.43,44.86,37.38,7.48,20.0107,310402.4,1375669.241,31.9405,,37.98,29.51,33.745,7.479999999999997,1.974285714285714,0,1,32.95,40.91142857142857,,0.20010700909577306,0.20010700909577306,1.3614567526555386,1.551712210307852
688146.SH,2025-08-14,46.62,46.62,40.63,40.63,44.86,-4.23,-9.4293,381063.09,1601051.25,32.477999999999994,,44.86,29.51,37.185,5.989999999999995,2.3614285714285708,-1,0,,,止损卖出,-0.09429335711101194,-0.09429335711101194,1.2330804248861913,1.4053960567277761
688146.SH,2025-08-15,40.02,42.5,39.51,41.94,40.63,1.31,3.2242,253717.4,1054813.277,33.0805,,46.62,29.53,38.075,2.990000000000002,2.5507142857142853,0,0,,,,0.03224218557715952,0.0,1.2330804248861913,1.4507090971982013
688146.SH,2025-08-18,41.56,41.8,39.26,40.44,41.94,-1.5,-3.5765,229649.69,925276.528,33.6015,,46.62,29.54,38.08,2.6799999999999997,2.711428571428571,0,0,,,,-0.03576537911301858,-0.0,1.2330804248861913,1.3988239363542028
688146.SH,2025-08-19,40.08,41.51,39.58,39.58,40.44,-0.86,-2.1266,142838.74,576020.38,34.07899999999999,,46.62,30.31,38.464999999999996,1.9299999999999997,2.7842857142857134,0,0,,,,-0.021266073194856516,-0.0,1.2330804248861913,1.369076444136977
688146.SH,2025-08-20,39.1,40.48,38.49,40.28,39.58,0.7,1.7686,132672.16,521980.418,34.607,,46.62,31.31,38.964999999999996,1.9899999999999949,2.865714285714285,0,0,,,,0.017685699848408287,0.0,1.2330804248861913,1.3932895191975097
688146.SH,2025-08-21,40.28,40.58,39.46,39.65,40.28,-0.63,-1.5641,87897.13,350641.346,35.085,,46.62,32.32,39.47,1.1199999999999974,2.912142857142857,0,0,,,,-0.01564051638530295,-0.0,1.2330804248861913,1.3714977516430302
688146.SH,2025-08-22,39.55,42.58,39.55,41.45,39.65,1.8,4.5397,151156.3,622911.332,35.638,,46.62,33.8,40.209999999999994,3.030000000000001,3.059999999999999,0,0,,,,0.04539722572509475,0.0,1.2330804248861913,1.433759944655829
688146.SH,2025-08-25,42.0,44.1,41.72,41.94,41.45,0.49,1.1821,196712.83,842766.942,36.2185,,46.62,34.7,40.66,2.6499999999999986,3.230714285714285,0,0,,,,0.011821471652593285,0.0,1.2330804248861913,1.4507090971982015
688146.SH,2025-08-26,42.1,43.19,40.92,42.36,41.94,0.42,1.0014,106175.72,445302.745,36.8155,,46.62,34.7,40.66,2.269999999999996,3.0992857142857133,0,0,,,,0.010014306151645336,0.0,1.2330804248861913,1.4652369422345213
688146.SH,2025-08-27,42.32,44.56,41.93,42.0,42.36,-0.36,-0.8499,134995.18,586227.483,37.399,,46.62,38.49,42.555,2.6300000000000026,3.210714285714284,0,0,,,,-0.008498583569405138,-0.0,1.2330804248861913,1.4527845036319615
688146.SH,2025-08-28,42.29,43.5,41.95,43.18,42.0,1.18,2.8095,118864.63,507755.15,38.0745,,46.62,38.49,42.555,1.5499999999999972,3.049999999999998,0,0,,,,0.028095238095238173,0.0,1.2330804248861913,1.4936008301625738
