ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma20,ma60,upper_channel,lower_channel,mid_channel,tr,atr,signal,position,entry_price,stop_loss,trade_type,daily_return,strategy_return,strategy_nav,buy_hold_nav
688146.SH,2025-08-29,43.18,43.2,41.59,42.81,43.18,-0.37,-0.8569,105165.25,444983.532,38.7295,,46.62,38.49,42.555,1.6099999999999994,2.942857142857141,0,0,,,,-0.008568781843446005,-0.0,1.2330804248861913,1.4808024904877208
688146.SH,2025-09-01,42.8,44.0,42.35,43.3,42.81,0.49,1.1446,85525.7,368810.987,39.378,,46.62,38.49,42.555,1.6499999999999986,2.8264285714285697,0,0,,,,0.011445923849567663,0.0,1.2330804248861913,1.4977516430300934
688146.SH,2025-09-02,42.78,43.29,40.11,40.55,43.3,-2.75,-6.351,132014.76,541685.213,39.883,,46.62,38.49,42.555,3.1899999999999977,2.519999999999999,0,0,,,,-0.06351039260969982,-0.0,1.2330804248861913,1.4026288481494293
688146.SH,2025-09-03,40.81,41.91,39.96,40.81,40.55,0.26,0.6412,86842.08,355332.5,40.276,,46.62,38.49,42.555,1.9499999999999957,2.23142857142857,0,0,,,,0.006411837237978002,0.0,1.2330804248861913,1.411622276029056
688146.SH,2025-09-04,40.79,41.28,38.35,38.89,40.81,-1.92,-4.7047,79548.98,316374.855,40.6005,,46.62,39.46,43.04,2.9299999999999997,2.2271428571428555,0,0,,,,-0.04704729233031124,-0.0,1.2330804248861913,1.3452092701487377
688146.SH,2025-09-05,39.09,39.93,38.88,39.74,38.89,0.85,2.1857,43812.94,173274.156,40.849,,46.62,38.35,42.485,1.0499999999999972,2.110714285714284,0,0,,,,0.021856518385189094,0.0,1.2330804248861913,1.3746108612936705
688146.SH,2025-09-08,39.99,40.73,38.98,40.53,39.74,0.79,1.9879,57921.54,229654.743,41.116,,46.62,38.35,42.485,1.75,2.097857142857141,0,0,,,,0.019879214896829422,0.0,1.2330804248861913,1.4019370460048433
688146.SH,2025-09-09,40.33,40.49,38.81,38.91,40.53,-1.62,-3.997,45684.82,179935.297,41.1925,,46.62,38.35,42.485,1.7199999999999989,2.078571428571427,0,0,,,,-0.039970392301998614,-0.0,1.2330804248861913,1.3459010722933247
688146.SH,2025-09-10,39.17,39.71,38.83,39.31,38.91,0.4,1.028,40606.7,159619.372,40.915000000000006,,46.62,38.35,42.485,0.8800000000000026,2.0614285714285705,0,0,,,,0.010280133641737521,0.0,1.2330804248861913,1.359737115185058
688146.SH,2025-09-11,39.03,40.55,39.03,40.25,39.31,0.94,2.3912,45413.73,181053.778,40.896,,46.62,38.35,42.485,1.519999999999996,1.9535714285714272,0,0,,,,0.023912490460442637,0.0,1.2330804248861913,1.3922518159806303
688146.SH,2025-09-12,40.29,41.33,40.0,40.33,40.25,0.08,0.1988,54906.55,223255.394,40.8155,,44.56,38.35,41.455,1.3299999999999983,1.8592857142857129,0,0,,,,0.0019875776397515477,0.0,1.2330804248861913,1.3950190245589769
688146.SH,2025-09-15,40.51,40.98,39.89,40.35,40.33,0.02,0.0496,44453.19,179667.413,40.81099999999999,,44.56,38.35,41.455,1.0899999999999963,1.7749999999999986,0,0,,,,0.0004959087527895978,0.0,1.2330804248861913,1.3957108267035636
688146.SH,2025-09-16,40.66,41.64,40.01,41.3,40.35,0.95,2.3544,55159.3,226377.578,40.897000000000006,,44.56,38.35,41.455,1.6300000000000026,1.7035714285714272,0,0,,,,0.023543990086740907,0.0,1.2330804248861913,1.4285714285714293
688146.SH,2025-09-17,41.17,42.4,41.0,42.21,41.3,0.91,2.2034,70238.52,293900.064,40.9935,,44.56,38.35,41.455,1.3999999999999986,1.6928571428571415,0,0,,,,0.02203389830508473,0.0,1.2330804248861913,1.4600484261501216
688146.SH,2025-09-18,41.79,43.5,41.5,42.09,42.21,-0.12,-0.2843,87792.64,373118.984,41.1155,,44.56,38.35,41.455,2.0,1.7207142857142845,0,0,,,,-0.002842928216062468,-0.0,1.2330804248861913,1.4558976132826018
688146.SH,2025-09-19,41.96,44.98,41.8,43.06,42.09,0.97,2.3046,102823.2,447355.819,41.196000000000005,35.48883333333333,44.56,38.81,41.685,3.1799999999999997,1.8299999999999987,0,0,,,,0.023045854122119236,0.0,1.2330804248861913,1.4894500172950542
688146.SH,2025-09-22,43.22,43.8,41.9,42.27,43.06,-0.79,-1.8346,68310.31,290404.936,41.2125,35.7115,44.98,38.81,41.894999999999996,1.8999999999999986,1.7378571428571417,0,0,,,,-0.018346493265211317,-0.0,1.2330804248861913,1.4621238325838817
688146.SH,2025-09-23,42.55,43.88,40.52,43.46,42.27,1.19,2.8152,68586.46,287323.94,41.2675,35.9345,44.98,38.81,41.894999999999996,3.3599999999999994,1.8385714285714276,0,0,,,,0.02815235391530635,0.0,1.2330804248861913,1.5032860601867872
688146.SH,2025-09-24,42.89,46.8,42.7,45.93,43.46,2.47,5.6834,133179.32,599640.955,41.464,36.20733333333333,44.98,38.83,41.905,4.099999999999994,1.9221428571428558,1,1,45.93,42.08571428571429,买入,0.05683387022549469,0.0,1.2330804248861913,1.5887236250432384
688146.SH,2025-09-25,45.2,46.4,45.01,45.1,45.93,-0.83,-1.8071,64202.49,291884.071,41.56,36.47016666666666,46.8,39.03,42.915,1.3900000000000006,1.9464285714285705,0,1,45.93,42.08571428571429,,-0.01807097757456999,-0.01807097757456999,1.2107974561804318,1.5600138360428926
688146.SH,2025-09-26,44.9,46.68,43.9,44.0,45.1,-1.1,-2.439,69458.63,312677.781,41.6195,36.723333333333336,46.8,39.89,43.345,2.780000000000001,2.019999999999999,0,1,45.93,42.08571428571429,,-0.024390243902439046,-0.024390243902439046,1.1812658109077383,1.5219647180906268
688146.SH,2025-09-29,44.35,44.9,43.5,43.79,44.0,-0.21,-0.4773,53671.86,236431.889,41.644,36.959,46.8,39.89,43.345,1.3999999999999986,1.9971428571428562,0,1,45.93,42.08571428571429,,-0.004772727272727262,-0.004772727272727262,1.1756279513556787,1.514700795572467
688146.SH,2025-09-30,43.77,44.58,43.5,43.96,43.79,0.17,0.3882,44960.05,198428.596,41.8145,37.19766666666667,46.8,40.01,43.405,1.0799999999999983,2.0114285714285702,0,1,45.93,42.08571428571429,,0.003882164877826,0.003882164877826,1.1801919328978223,1.5205811138014536
688146.SH,2025-10-09,44.12,45.67,44.1,44.35,43.96,0.39,0.8872,55825.83,250440.885,41.9915,37.44983333333334,46.8,40.52,43.66,1.7100000000000009,2.024999999999999,0,1,45.93,42.08571428571429,,0.0088717015468609,0.0088717015468609,1.1906622434945047,1.5340712556208933
688146.SH,2025-10-10,44.0,44.69,42.46,42.93,44.35,-1.42,-3.2018,61596.82,265992.083,42.1935,37.67883333333334,46.8,40.52,43.66,2.229999999999997,2.089285714285713,0,1,45.93,42.08571428571429,,-0.032018038331454335,-0.032018038331454335,1.1525395741424822,1.4849533033552413
688146.SH,2025-10-13,39.4,44.2,39.4,43.8,42.93,0.87,2.0266,71596.24,309306.272,42.3965,37.9175,46.8,40.52,43.66,4.800000000000004,2.3542857142857136,0,1,45.93,42.08571428571429,,0.020265548567435232,0.020265548567435232,1.1758964208581577,1.5150466966447604
688146.SH,2025-10-14,43.75,44.06,41.63,41.64,43.8,-2.16,-4.9315,58415.95,249948.999,42.452,38.11566666666667,46.8,39.4,43.099999999999994,2.4299999999999997,2.4114285714285706,-1,0,,,止损卖出,-0.04931506849315059,-0.04931506849315059,1.117907008322687,1.4403320650294025
688146.SH,2025-10-15,41.65,42.56,40.66,42.26,41.64,0.62,1.489,44847.46,186252.337,42.6195,38.329166666666666,46.8,39.4,43.099999999999994,1.9000000000000057,2.447142857142857,0,0,,,,0.014889529298751203,0.0,1.117907008322687,1.4617779315115886
688146.SH,2025-10-16,42.74,42.74,40.92,40.92,42.26,-1.34,-3.1708,26871.22,111304.117,42.7,38.5185,46.8,39.4,43.099999999999994,1.8200000000000003,2.434285714285714,0,0,,,,-0.03170847136772348,-0.0,1.117907008322687,1.4154271878242835
