trade_date,close,ma_short,ma_long,signal,buy_signal,sell_signal,daily_return,strategy_return,cum_market,cum_strategy,market_value,strategy_value
20251009,44.35,44.239999999999995,42.830000000000005,1,False,False,0.0088717015468609,0.0088717015468609,1.5340712556208933,1.3804577109924445,153407.12556208932,138045.77109924445
20251010,42.93,43.806,43.00866666666666,1,False,False,-0.032018038331454335,-0.032018038331454335,1.4849533033552413,1.3362581630869368,148495.33033552414,133625.81630869367
20251013,43.8,43.766000000000005,43.24,1,False,False,0.020265548567435232,0.020265548567435232,1.5150466966447604,1.3633381677896068,151504.66966447604,136333.8167789607
20251014,41.64,43.336,43.326,1,False,False,-0.04931506849315059,-0.04931506849315059,1.4403320650294025,1.2961050526657358,144033.20650294024,129610.50526657359
20251015,42.26,42.996,43.38999999999999,0,False,True,0.014889529298751203,0.014889529298751203,1.4617779315115886,1.3154034468216618,146177.79315115887,131540.34468216618
20251016,40.92,42.309999999999995,43.304,0,False,False,-0.03170847136772348,-0.0,1.4154271878242835,1.3154034468216618,141542.71878242833,131540.34468216618
20251017,39.42,41.608000000000004,43.126,0,False,False,-0.03665689149560114,-0.0,1.363542026980285,1.3154034468216618,136354.2026980285,131540.34468216618
20251020,39.23,40.694,42.870666666666665,0,False,False,-0.004819888381532356,-0.0,1.3569699066067116,1.3154034468216618,135696.99066067114,131540.34468216618
20251021,40.03,40.372,42.72133333333333,0,False,False,0.020392556716798405,0.0,1.3846419923901776,1.3154034468216618,138464.19923901776,131540.34468216618
20251022,39.5,39.82000000000001,42.45733333333333,0,False,False,-0.013240069947539346,-0.0,1.3663092355586315,1.3154034468216618,136630.92355586315,131540.34468216618
20251023,39.51,39.538,42.02933333333333,0,False,False,0.00025316455696189344,0.0,1.3666551366309245,1.3154034468216618,136665.51366309245,131540.34468216618
20251024,40.48,39.74999999999999,41.72133333333333,0,False,False,0.024550746646418542,0.0,1.400207540643377,1.3154034468216618,140020.7540643377,131540.34468216618
20251027,38.89,39.682,41.38066666666666,0,False,False,-0.03927865612648207,-0.0,1.3452092701487386,1.3154034468216618,134520.92701487386,131540.34468216618
20251028,45.0,40.676,41.46133333333333,0,False,False,0.15710979686294668,0.0,1.5565548253199597,1.3154034468216618,155655.48253199598,131540.34468216618
20251029,47.2,42.215999999999994,41.67733333333333,1,True,False,0.04888888888888898,0.0,1.6326530612244912,1.3154034468216618,163265.3061224491,131540.34468216618
20251030,48.81,44.076,41.97466666666666,1,False,False,0.034110169491525344,0.034110169491525344,1.6883431338637163,1.3602720813424853,168834.31338637162,136027.20813424853
20251031,45.88,45.156000000000006,42.17133333333333,1,False,False,-0.060028682646998566,-0.060028682646998566,1.5869941196817723,1.278616740258005,158699.41196817724,127861.67402580052
20251103,46.88,46.754000000000005,42.37666666666667,1,False,False,0.021795989537924942,0.021795989537924942,1.6215842269111047,1.3064854573516842,162158.42269111046,130648.54573516842
20251104,45.9,46.934000000000005,42.66066666666667,1,False,False,-0.020904436860068376,-0.020904436860068376,1.5876859218263588,1.2791741145998783,158768.59218263588,127917.41145998782
20251105,45.51,46.596000000000004,42.87733333333334,1,False,False,-0.00849673202614376,-0.00849673202614376,1.5741957800069193,1.2683053149333434,157419.57800069192,126830.53149333435
20251106,44.75,45.784000000000006,43.132666666666665,1,False,False,-0.01669962645572398,-0.01669962645572398,1.5479072985126268,1.2471250899421473,154790.72985126267,124712.50899421473
20251107,45.99,45.806000000000004,43.57066666666667,1,False,False,0.027709497206704015,0.027709497206704015,1.590799031476999,1.2816822991383097,159079.90314769992,128168.22991383096
20251110,45.45,45.519999999999996,43.98533333333333,1,False,False,-0.011741682974559686,-0.011741682974559686,1.5721203735731595,1.266633191907723,157212.03735731594,126663.3191907723
20251111,44.6,45.26,44.29,1,False,False,-0.018701870187018743,-0.018701870187018743,1.542718782428227,1.2429447823780955,154271.87824282268,124294.47823780954
20251112,43.48,44.854,44.55533333333334,1,False,False,-0.025112107623318503,-0.025112107623318503,1.5039778623313744,1.2117318192331745,150397.78623313745,121173.18192331745
20251113,44.35,44.774,44.87800000000001,0,False,True,0.020009199632014862,0.020009199632014862,1.534071255620894,1.2359776031046756,153407.1255620894,123597.76031046757
20251114,42.02,43.98,44.98066666666667,0,False,False,-0.05253664036076655,-0.0,1.4534763057765494,1.2359776031046756,145347.63057765493,123597.76031046757
20251117,43.24,43.538,45.27066666666667,0,False,False,0.029033793431699095,0.0,1.4956762365963348,1.2359776031046756,149567.62365963348,123597.76031046757
20251118,43.49,43.316,45.17,0,False,False,0.005781683626272072,0.0,1.504323763403668,1.2359776031046756,150432.37634036678,123597.76031046757
20251119,44.13,43.446000000000005,44.965333333333334,0,False,False,0.014716026672798366,0.0,1.5264614320304406,1.2359776031046756,152646.14320304405,123597.76031046757
20251120,41.75,42.926,44.494666666666674,0,False,False,-0.05393156582823477,-0.0,1.4441369768246293,1.2359776031046756,144413.69768246292,123597.76031046757
20251121,40.3,42.58200000000001,44.12266666666666,0,False,False,-0.03473053892215572,-0.0,1.3939813213420973,1.2359776031046756,139398.13213420974,123597.76031046757
20251124,40.8,42.094,43.717333333333336,0,False,False,0.012406947890818865,0.0,1.4112763749567636,1.2359776031046756,141127.63749567638,123597.76031046757
20251125,40.07,41.410000000000004,43.32866666666666,0,False,False,-0.017892156862745034,-0.0,1.386025596679351,1.2359776031046756,138602.5596679351,123597.76031046757
20251126,39.52,40.488,42.92933333333333,0,False,False,-0.013725979535812227,-0.0,1.3670010377032185,1.2359776031046756,136700.10377032185,123597.76031046757
20251127,39.51,40.04,42.580000000000005,0,False,False,-0.00025303643724705616,-0.0,1.366655136630925,1.2359776031046756,136665.5136630925,123597.76031046757
20251128,40.26,40.032,42.198,0,False,False,0.018982536066818545,0.0,1.3925977170529242,1.2359776031046756,139259.77170529243,123597.76031046757
20251201,40.72,40.016000000000005,41.882666666666665,0,False,False,0.01142573273720826,0.0,1.4085091663784173,1.2359776031046756,140850.91663784173,123597.76031046757
20251202,39.99,40.0,41.57533333333333,0,False,False,-0.017927308447937107,-0.0,1.3832583881010045,1.2359776031046756,138325.83881010045,123597.76031046757
20251203,39.54,40.004000000000005,41.31266666666667,0,False,False,-0.011252813203300849,-0.0,1.367692839847805,1.2359776031046756,136769.2839847805,123597.76031046757
20251204,39.14,39.92999999999999,40.965333333333334,0,False,False,-0.010116337885685334,-0.0,1.353856796956072,1.2359776031046756,135385.6796956072,123597.76031046757
20251205,39.8,39.838,40.81733333333333,0,False,False,0.01686254471129267,0.0,1.3766862677274312,1.2359776031046756,137668.62677274313,123597.76031046757
20251208,40.22,39.738,40.616,0,False,False,0.010552763819095423,0.0,1.3912141127637507,1.2359776031046756,139121.41127637506,123597.76031046757
20251209,39.91,39.721999999999994,40.37733333333333,0,False,False,-0.007707608155146706,-0.0,1.3804911795226578,1.2359776031046756,138049.11795226578,123597.76031046757
20251210,39.83,39.779999999999994,40.09066666666667,0,False,False,-0.002004510147832539,-0.0,1.3777239709443112,1.2359776031046756,137772.39709443113,123597.76031046757
20251211,39.34,39.82,39.92999999999999,0,False,False,-0.012302284710017486,-0.0,1.3607748184019384,1.2359776031046756,136077.48184019382,123597.76031046757
20251212,39.79,39.818,39.896,0,False,False,0.011438739196746095,0.0,1.3763403666551377,1.2359776031046756,137634.03666551376,123597.76031046757
20251215,40.23,39.82,39.858,0,False,False,0.011058054787635108,0.0,1.391560013836044,1.2359776031046756,139156.0013836044,123597.76031046757
20251216,41.47,40.132,39.95133333333333,1,True,False,0.03082276907780268,0.0,1.4344517468004163,1.2359776031046756,143445.17468004164,123597.76031046757
20251217,41.6,40.486000000000004,40.09,1,False,False,0.0031347962382446415,0.0031347962382446415,1.4389484607402296,1.2398521410454428,143894.84607402296,123985.21410454428
20251218,40.71,40.760000000000005,40.169999999999995,1,False,False,-0.02139423076923075,-0.02139423076923075,1.4081632653061238,1.2133264582201917,140816.32653061236,121332.64582201917
20251219,40.37,40.876,40.17733333333333,1,False,False,-0.008351756325227333,-0.008351756325227333,1.3964026288481506,1.2031930512981854,139640.26288481505,120319.30512981855
20251222,40.65,40.959999999999994,40.17266666666667,1,False,False,0.00693584344810505,0.00693584344810505,1.4060878588723638,1.2115382099398375,140608.7858872364,121153.82099398375
20251223,40.98,40.862,40.23866666666667,1,False,False,0.008118081180811698,0.008118081180811698,1.4175025942580433,1.2213735754817845,141750.25942580434,122137.35754817845
20251224,41.73,40.888,40.38466666666667,1,False,False,0.018301610541727742,0.018301610541727742,1.4434451746800427,1.2437266789862096,144344.51746800428,124372.66789862096
20251225,41.77,41.1,40.559999999999995,1,False,False,0.0009585430146179519,0.0009585430146179519,1.4448287789692162,1.2449188445064459,144482.87789692162,124491.88445064459
20251226,41.52,41.33,40.67466666666667,1,False,False,-0.00598515681110845,-0.00598515681110845,1.436181252161883,1.2374678100049707,143618.12521618832,123746.78100049708
20251229,40.45,41.290000000000006,40.690000000000005,1,False,False,-0.025770712909441218,-0.025770712909441218,1.3991698374264974,1.2055773823386577,139916.98374264973,120557.73823386578
20251230,40.12,41.11800000000001,40.70399999999999,1,False,False,-0.008158220024721996,-0.008158220024721996,1.3877551020408174,1.1957420167967105,138775.51020408174,119574.20167967105
20251231,40.4,40.852,40.742,1,False,False,0.006979062811565351,0.006979062811565351,1.3974403320650306,1.2040871754383626,139744.03320650305,120408.71754383626
20260105,42.18,40.934000000000005,40.931333333333335,1,False,False,0.0440594059405941,0.0440594059405941,1.4590107229332423,1.2571385410888647,145901.07229332422,125713.85410888647
20260106,42.57,41.144,41.11666666666667,1,False,False,0.009246088193456625,0.009246088193456625,1.472500864752682,1.2687621549111658,147250.0864752682,126876.21549111659
20260107,44.79,42.012,41.42066666666666,1,False,False,0.05214940098661036,0.05214940098661036,1.5492909028018003,1.3349273412842642,154929.09028018004,133492.7341284264
20260108,45.5,43.088,41.68933333333334,1,False,False,0.015851752623353477,0.015851752623353477,1.5738498789346265,1.3560882792684532,157384.98789346265,135608.82792684532
20260109,44.66,43.94,41.89333333333333,1,False,False,-0.01846153846153853,-0.01846153846153853,1.5447941888619872,1.331052803343497,154479.41888619872,133105.2803343497
20260112,45.28,44.56,42.198,1,False,False,0.013882669055082841,0.013882669055082841,1.5662400553441733,1.349531368907155,156624.00553441735,134953.1368907155
20260113,43.58,44.762,42.412,1,False,False,-0.037544169611307465,-0.037544169611307465,1.5074368730543082,1.298864334297125,150743.68730543082,129886.43342971249
20260114,43.36,44.476,42.592666666666666,1,False,False,-0.005048187241854074,-0.005048187241854074,1.499827049463855,1.2923074239358268,149982.7049463855,129230.74239358268
20260115,45.06,44.388,42.86466666666667,1,False,False,0.03920664206642077,0.03920664206642077,1.5586302317537204,1.342974458545857,155863.02317537204,134297.4458545857
20260116,46.67,44.790000000000006,43.193999999999996,1,False,False,0.035730137594318645,0.035730137594318645,1.6143203043929455,1.390959120735356,161432.03043929455,139095.9120735356
20260119,48.59,45.452000000000005,43.64866666666667,1,False,False,0.04113991857724453,0.04113991857724453,1.6807333102732638,1.448183065706684,168073.33102732638,144818.3065706684
20260120,47.4,46.216,44.04066666666667,1,False,False,-0.024490635933319682,-0.024490635933319682,1.639571082670358,1.412716141479663,163957.1082670358,141271.6141479663
20260121,49.37,47.418000000000006,44.63533333333333,1,False,False,0.04156118143459908,0.04156118143459908,1.7077135939121428,1.471430293351286,170771.3593912143,147143.02933512858
20260122,48.05,48.016000000000005,45.164,1,False,False,-0.026736884747822542,-0.026736884747822542,1.662054652369424,1.4320888311834978,166205.4652369424,143208.8831183498
20260123,48.44,48.37,45.7,1,False,False,0.008116545265348662,0.008116545265348662,1.6755447941888637,1.443712445005799,167554.47941888636,144371.2445005799
20260126,47.39,48.129999999999995,46.047333333333334,1,False,False,-0.021676300578034602,-0.021676300578034602,1.6392251815980647,1.4124181000996041,163922.51815980647,141241.8100099604
20260127,48.04,48.257999999999996,46.412,1,False,False,0.013715973834142137,0.013715973834142137,1.6617087512971307,1.431790789803439,166170.87512971307,143179.0789803439
20260128,48.45,48.074,46.656,1,False,False,0.008534554537885208,0.008534554537885208,1.6758906952611572,1.4440104863858583,167589.06952611572,144401.04863858584
20260129,45.95,47.654,46.686,1,False,False,-0.05159958720330238,-0.05159958720330238,1.589415427187826,1.369500141371108,158941.5427187826,136950.01413711082
20260130,45.21,47.008,46.72266666666667,1,False,False,-0.01610446137105559,-0.01610446137105559,1.5638187478381198,1.3474450792467418,156381.87478381197,134744.5079246742
20260202,42.3,45.99,46.523999999999994,0,False,True,-0.06436629064366295,-0.06436629064366295,1.4631615358007624,1.2607150376495726,146316.15358007624,126071.50376495726
20260203,43.33,45.048,46.507333333333335,0,False,False,0.024349881796690287,0.0,1.4987893462469748,1.2607150376495726,149878.9346246975,126071.50376495726
20260204,42.38,43.834,46.442,0,False,False,-0.02192476344334171,-0.0,1.4659287443791091,1.2607150376495726,146592.8744379109,126071.50376495726
20260205,42.3,43.104,46.257999999999996,0,False,False,-0.0018876828692780956,-0.0,1.4631615358007624,1.2607150376495726,146316.15358007624,126071.50376495726
20260206,42.02,42.466,45.948,0,False,False,-0.006619385342789497,-0.0,1.4534763057765494,1.2607150376495726,145347.63057765493,126071.50376495726
20260209,44.44,42.894,45.67133333333333,0,False,False,0.05759162303664911,0.0,1.5371843652715338,1.2607150376495726,153718.4365271534,126071.50376495726
20260210,44.69,43.166,45.49066666666667,0,False,False,0.00562556255625557,0.0,1.5458318920788667,1.2607150376495726,154583.18920788667,126071.50376495726
20260211,44.34,43.558,45.15533333333333,0,False,False,-0.00783172969344359,-0.0,1.5337253545486005,1.2607150376495726,153372.53545486004,126071.50376495726
20260212,44.5,43.998000000000005,44.91866666666667,0,False,False,0.0036084799278304214,0.0,1.5392597717052936,1.2607150376495726,153925.97717052937,126071.50376495726
20260213,43.84,44.362,44.611999999999995,0,False,False,-0.014831460674157193,-0.0,1.5164303009339344,1.2607150376495726,151643.03009339343,126071.50376495726
20260224,44.66,44.406,44.42999999999999,0,False,False,0.018704379562043627,0.0,1.5447941888619867,1.2607150376495726,154479.41888619866,126071.50376495726
20260225,50.97,45.662,44.62533333333333,1,True,False,0.14128974473802058,0.0,1.7630577654790744,1.2607150376495726,176305.77654790744,126071.50376495726
20260226,49.28,46.65,44.68066666666666,1,False,False,-0.03315675887777114,-0.03315675887777114,1.7046004842615028,1.2189138131326456,170460.0484261503,121891.38131326456
20260227,48.59,47.468,44.85666666666667,1,False,False,-0.014001623376623362,-0.014001623376623362,1.6807333102732633,1.2018470409925983,168073.33102732632,120184.70409925983
20260302,48.59,48.418,45.082,1,False,False,0.0,0.0,1.6807333102732633,1.2018470409925983,168073.33102732632,120184.70409925983
20260303,46.73,48.832,45.37733333333334,1,False,False,-0.038279481374768554,-0.038279481374768554,1.6163957108267049,1.1558409595716015,161639.57108267047,115584.09595716016
20260304,45.23,47.684000000000005,45.504,1,False,False,-0.03209929381553611,-0.03209929381553611,1.5645105499827061,1.1187392810062815,156451.0549982706,111873.92810062815
20260305,45.45,46.918,45.708666666666666,1,False,False,0.004864028299801149,0.004864028299801149,1.5721203735731595,1.1241808605291952,157212.03735731594,112418.08605291952
20260306,45.53,46.306,45.924,1,False,False,0.001760176017601811,0.001760176017601811,1.5748875821515063,1.1261596167193457,157488.75821515062,112615.96167193458
20260309,44.14,45.416,46.065333333333335,0,False,True,-0.030529321326597914,-0.030529321326597914,1.526807333102734,1.0917787279154825,152680.7333102734,109177.87279154825
20260310,44.58,44.986000000000004,46.074666666666666,0,False,False,0.009968282736746659,0.0,1.5420269802836404,1.0917787279154825,154202.69802836404,109177.87279154825
20260311,45.4,45.019999999999996,46.12199999999999,0,False,False,0.018393898609241788,0.0,1.570390868211693,1.0917787279154825,157039.0868211693,109177.87279154825
20260312,46.05,45.14,46.236000000000004,0,False,False,0.014317180616740144,0.0,1.5928744379107591,1.0917787279154825,159287.4437910759,109177.87279154825
20260313,45.85,45.20399999999999,46.32600000000001,0,False,False,-0.004343105320303908,-0.0,1.5859564164648927,1.0917787279154825,158595.64164648927,109177.87279154825
20260316,44.56,45.288,46.374,0,False,False,-0.02813522355507081,-0.0,1.541335178139054,1.0917787279154825,154133.5178139054,109177.87279154825
20260317,42.2,44.812,46.21000000000001,0,False,False,-0.052962298025134635,-0.0,1.4597025250778295,1.0917787279154825,145970.25250778295,109177.87279154825
20260318,42.12,44.156,45.620000000000005,0,False,False,-0.0018957345971565287,-0.0,1.4569353164994827,1.0917787279154825,145693.53164994827,109177.87279154825
20260319,42.24,43.394000000000005,45.150666666666666,0,False,False,0.002849002849002913,0.0,1.4610861293670028,1.0917787279154825,146108.6129367003,109177.87279154825
20260320,41.66,42.556,44.68866666666667,0,False,False,-0.013731060606060774,-0.0,1.4410238671739897,1.0917787279154825,144102.38671739897,109177.87279154825
20260323,42.08,42.059999999999995,44.254666666666665,0,False,False,0.010081613058089411,0.0,1.4555517122103094,1.0917787279154825,145555.17122103093,109177.87279154825
20260324,41.11,41.842,43.879999999999995,0,False,False,-0.023051330798479097,-0.0,1.421999308197857,1.0917787279154825,142199.9308197857,109177.87279154825
20260325,41.18,41.653999999999996,43.61000000000001,0,False,False,0.0017027487229384075,0.0,1.4244206157039103,1.0917787279154825,142442.06157039103,109177.87279154825
20260326,40.83,41.372,43.302,0,False,False,-0.008499271491015037,-0.0,1.412314078173644,1.0917787279154825,141231.4078173644,109177.87279154825
20260327,42.58,41.556,43.105333333333334,0,False,False,0.04286064168503545,0.0,1.4728467658249758,1.0917787279154825,147284.67658249757,109177.87279154825
