ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma20,ma60,trade_date_str,rsi,dif,dea,macd_hist,bb_mid,bb_upper,bb_lower,k,d,j
688146.SH,2025-07-25,30.18,30.59,30.02,30.39,30.09,0.3,0.997,45317.39,137071.932,29.6325,,2025-07-25,85.39481472874164,0.27437782310035885,0.2146170047209679,0.11952163675878191,29.6325,30.44864949610963,28.81635050389037,75.26868746435585,70.80945250192349,13.377704887297085
688146.SH,2025-07-28,30.39,30.51,30.17,30.33,30.39,-0.06,-0.1974,35719.48,108434.45,29.7035,,2025-07-28,84.60560578181715,0.2926828358445128,0.2302301709456769,0.12490532979767183,29.703500000000002,30.501874005483387,28.905125994516617,76.04119394175443,72.55336631520046,10.463482879661882
688146.SH,2025-07-29,30.38,30.6,30.17,30.42,30.33,0.09,0.2967,40875.43,124173.345,29.7205,,2025-07-29,84.83205107572076,0.310868440292559,0.24635782481505336,0.12902123095501128,29.720499999999998,30.565733695494924,28.87526630450507,78.89925749963118,74.66866337667736,12.691782368861453
688146.SH,2025-07-30,30.4,30.91,30.0,30.33,30.42,-0.09,-0.2959,45851.62,139626.576,29.759000000000004,,2025-07-30,83.50917377065542,0.3143942735177525,0.25996511455559324,0.10885831792431855,29.759000000000004,30.642721794755754,28.875278205244253,70.82867166642075,73.38866613992515,-7.679983420513224
688146.SH,2025-07-31,30.1,30.36,29.51,29.67,30.33,-0.66,-2.1761,54543.54,163231.396,29.776,,2025-07-31,74.35243351180887,0.26092426509284294,0.2601569446630432,0.0015346408595995342,29.776,30.637782729975612,28.914217270024388,51.02863825380431,65.9353235112182,-44.720055772241665
688146.SH,2025-08-01,29.53,30.0,29.53,29.71,29.67,0.04,0.1348,28296.92,84189.229,29.821000000000005,,2025-08-01,74.53467892375967,0.21924919564207102,0.2519753948588488,-0.06545239843355555,29.821000000000005,30.55489802819567,29.08710197180434,38.78099693110762,56.883881317848,-54.30865316022114
688146.SH,2025-08-04,29.68,30.5,29.54,30.33,29.71,0.62,2.0868,33535.47,100931.967,29.855,,2025-08-04,77.23488366169916,0.23355791107930557,0.24829189810294014,-0.02946797404726914,29.854999999999997,30.61797202818287,29.092027971817124,45.37780747788121,53.0485233711924,-23.012147679933577
688146.SH,2025-08-05,30.41,30.57,30.31,30.45,30.33,0.12,0.3956,32490.32,98860.034,29.8955,,2025-08-05,77.72714715169548,0.2516794640733835,0.24896941129702882,0.005420105552709331,29.8955,30.695512499902353,29.095487500097644,52.63282403287316,52.909956925085986,-0.8313986766384573
688146.SH,2025-08-06,31.68,34.56,31.31,32.95,30.45,2.5,8.2102,187349.73,616912.82,30.082,,2025-08-06,85.00290617792048,0.462439319392697,0.2916633929161625,0.341551852953069,30.082,31.618785435148393,28.54521456485161,57.79481998231148,54.53824461082782,9.769726114450975
688146.SH,2025-08-07,32.95,33.39,32.32,32.4,32.95,-0.55,-1.6692,110147.07,359239.607,30.2425,,2025-08-07,78.89673657543757,0.5784199545358355,0.34901470524009715,0.4588104985914767,30.2425,32.03607772416798,28.448922275832015,57.605787578966705,55.560758933540775,6.13508593627779
688146.SH,2025-08-08,33.8,36.2,33.8,34.77,32.4,2.37,7.3148,223131.76,780612.336,30.507,,2025-08-08,84.17279554800058,0.8517561221888776,0.4495629886298532,0.8043862671180488,30.506999999999998,33.17446558207955,27.839534417920447,64.61212943729818,58.57788243479324,18.10274100751485
688146.SH,2025-08-11,36.48,37.88,34.86,35.19,34.77,0.42,1.2079,216056.9,772644.157,30.779,,2025-08-11,84.89358284185498,1.0897060413223016,0.5775915991683429,1.0242288843079175,30.778999999999996,34.1405716875483,27.41742831245169,65.69522289049665,60.95032925336104,14.234680911406826
688146.SH,2025-08-12,36.0,37.98,34.7,37.38,35.19,2.19,6.2234,232888.7,842635.298,31.1755,,2025-08-12,87.97001590792752,1.4384165928790047,0.7497565979104752,1.377319989937059,31.1755,35.584545606238926,26.76645439376107,74.76887350511663,65.5565106706129,27.637088503511222
688146.SH,2025-08-13,41.43,44.86,41.43,44.86,37.38,7.48,20.0107,310402.4,1375669.241,31.9405,,2025-08-13,93.12210731026606,2.291925810276666,1.0581904403837135,2.4674707397859055,31.940499999999997,39.41381667369068,24.46718332630931,83.17924900341109,71.43075678154563,35.245476665596385
688146.SH,2025-08-14,46.62,46.62,40.63,40.63,44.86,-4.23,-9.4293,381063.09,1601051.25,32.477999999999994,,2025-08-14,73.8583302286871,2.5970749029924747,1.3659673329054658,2.4622151401740178,32.477999999999994,40.82284801665391,24.13315198334608,77.09608013186033,73.31919789831719,11.330646700629444
688146.SH,2025-08-15,40.02,42.5,39.51,41.94,40.63,1.31,3.2242,253717.4,1054813.277,33.0805,,2025-08-15,75.54551548987173,2.911056956795548,1.6749852576834823,2.4721433982241314,33.0805,42.32962394144498,23.831376058555023,75.16603584511105,73.93481054724847,3.693675893587738
688146.SH,2025-08-18,41.56,41.8,39.26,40.44,41.94,-1.5,-3.5765,229649.69,925276.528,33.6015,,2025-08-18,69.97640632791052,3.004221734484041,1.940832553043594,2.126778362880894,33.6015,43.28829681998023,23.91470318001977,69.98876589543437,72.6194623299771,-7.8920893036281825
688146.SH,2025-08-19,40.08,41.51,39.58,39.58,40.44,-0.86,-2.1266,142838.74,576020.38,34.07899999999999,,2025-08-19,66.9299871618965,2.974373947949566,2.1475408320247884,1.653666231849555,34.07899999999999,43.96400597662413,24.193994023375858,63.58225418669983,69.60705961555134,-18.07441628655451
688146.SH,2025-08-20,39.1,40.48,38.49,40.28,39.58,0.7,1.7686,132672.16,521980.418,34.607,,2025-08-20,68.14559042072636,2.9729333864430743,2.312619342908446,1.3206280870692568,34.607,44.63867845535228,24.575321544647718,59.23684340475777,66.15032087862014,-20.740432421587087
688146.SH,2025-08-21,40.28,40.58,39.46,39.65,40.28,-0.63,-1.5641,87897.13,350641.346,35.085,,2025-08-21,65.80125962644723,2.8876687483802286,2.4276292240028026,0.920079048754852,35.085,45.121492362741506,25.048507637258492,53.3335108156998,61.87805085764669,-25.63362012584068
688146.SH,2025-08-22,39.55,42.58,39.55,41.45,39.65,1.8,4.5397,151156.3,622911.332,35.638,,2025-08-22,69.0747494801096,2.931547806896461,2.5284129405815343,0.8062697326298531,35.638,45.803236114481464,25.472763885518535,54.431512803307704,59.39587150620036,-14.893076108677946
688146.SH,2025-08-25,42.0,44.1,41.72,41.94,41.45,0.49,1.1821,196712.83,842766.942,36.2185,,2025-08-25,69.91886779941856,2.9716063535186166,2.6170516231689507,0.7091094606993318,36.2185,46.43332776730914,26.00367223269086,50.43281665361964,56.408186555340116,-17.926109705161423
688146.SH,2025-08-26,42.1,43.19,40.92,42.36,41.94,0.42,1.0014,106175.72,445302.745,36.8155,,2025-08-26,70.65815869312111,3.0026310683534305,2.694167512205847,0.6169271122951674,36.8155,46.99902741079024,26.63197258920976,49.48903644066647,54.10180318378223,-13.838300229347283
688146.SH,2025-08-27,42.32,44.56,41.93,42.0,42.36,-0.36,-0.8499,134995.18,586227.483,37.399,,2025-08-27,69.09076154628646,2.9640022145248324,2.748134452669644,0.43173552371037704,37.399,47.35260796791534,27.445392032084662,52.267814518928645,53.49047362883103,-3.6679773297071563
688146.SH,2025-08-28,42.29,43.5,41.95,43.18,42.0,1.18,2.8095,118864.63,507755.15,38.0745,,2025-08-28,71.33530611901878,2.994090694123223,2.79732570096036,0.393529986325726,38.0745,47.6459432173606,28.503056782639398,60.60028930586454,55.8604121878422,14.219631354067019
688146.SH,2025-08-29,43.18,43.2,41.59,42.81,43.18,-0.37,-0.8569,105165.25,444983.532,38.7295,,2025-08-29,69.62793533128999,2.9540279280635815,2.8286661463810043,0.25072356336515433,38.729499999999994,47.662456073468995,29.796543926530994,64.12342186563401,58.614748747106134,16.526019355583657
688146.SH,2025-09-01,42.8,44.0,42.35,43.3,42.81,0.49,1.1446,85525.7,368810.987,39.378,,2025-09-01,70.630469895797,2.9280639041927614,2.8485456979433557,0.1590364124988115,39.378,47.5982051453464,31.157794854653606,69.1630061201975,62.13083453813658,21.09651474618272
688146.SH,2025-09-02,42.78,43.29,40.11,40.55,43.3,-2.75,-6.351,132014.76,541685.213,39.883,,2025-09-02,58.88318212176904,2.6549802512547274,2.8098326086056304,-0.30970471470180616,39.882999999999996,46.95451171212614,32.81148828787385,53.23285375333425,59.16484094320247,-17.795961569604657
688146.SH,2025-09-03,40.81,41.91,39.96,40.81,40.55,0.26,0.6412,86842.08,355332.5,40.276,,2025-09-03,59.567877490408286,2.431510377855936,2.734168162455692,-0.6053155691995116,40.275999999999996,46.554345071920274,33.99765492807972,43.871802701823654,54.06716152940953,-30.58607648275762
